1,1,55.19,61.11,120.81,60.650000000000006,1,1,1.0
1,2,307.75,0.0,404.94000000000005,115.07,1,1,1.0
1,3,98.49,0.0,223.70999999999998,68.0,1,1,1.0
1,4,0.0,11.8,20.58,34.42,1,1,1.0
2,1,37.16,58.31,117.94,59.17999999999999,1,1,1.0
2,2,307.75,0.0,404.37,114.73,1,1,1.0
2,3,98.49,0.0,223.70999999999998,68.0,1,1,1.0
2,4,0.0,11.8,20.58,34.42,1,1,1.0
3,1,19.13,55.52,115.08000000000001,57.68999999999999,1,1,1.0
3,2,307.75,0.0,403.79999999999995,114.4,1,1,1.0
3,3,98.49,0.0,223.70999999999998,68.0,1,1,1.0
4,1,1.1,52.72,112.21000000000001,56.22,1,1,1.0
4,2,307.75,0.0,403.23,114.07,1,1,1.0
4,3,98.49,0.0,223.70999999999998,68.0,1,1,1.0
5,1,0.0,49.92,92.41,54.739999999999995,1,1,1.0
5,2,307.75,0.0,402.65,113.73,1,1,1.0
5,3,98.49,0.0,223.70999999999998,68.0,1,1,1.0
6,1,0.0,44.94,80.8,53.260000000000005,1,1,1.0
6,2,307.75,0.0,402.08000000000004,113.4,1,1,1.0
6,3,98.49,0.0,223.70999999999998,68.0,1,1,1.0
7,1,0.0,44.94,59.0,53.260000000000005,1,1,1.0
7,2,307.75,0.0,401.51,113.07,1,1,1.0
7,3,98.49,0.0,223.70999999999998,68.0,1,1,1.0
8,1,0.0,44.94,40.4,53.260000000000005,1,1,1.0
8,2,307.75,0.0,400.94000000000005,112.73,1,1,1.0
8,3,98.49,0.0,223.70999999999998,68.0,1,1,1.0
9,1,0.0,44.94,30.3,41.46000000000001,1,1,1.0
9,2,307.75,0.0,400.37,112.4,1,1,1.0
9,3,98.49,0.0,223.70999999999998,68.0,1,1,1.0
10,1,0.0,44.94,14.9,36.46000000000001,1,1,1.0
10,2,307.75,0.0,399.78999999999996,112.07,1,1,1.0
10,3,98.49,0.0,223.70999999999998,68.0,1,1,1.0
10,5,917.68,176.11,42.32000000000005,95.38,1,1,1.0
11,2,307.75,0.0,399.22,111.73,1,1,1.0
11,3,98.49,0.0,223.70999999999998,68.0,1,1,1.0
11,5,871.71,168.55,88.28999999999996,102.19,1,1,1.0
12,2,307.75,0.0,398.65,111.4,1,1,1.0
12,3,98.49,0.0,223.70999999999998,68.0,1,1,1.0
12,5,825.74,161.0,134.26,109.0,1,1,1.0
13,2,307.75,0.0,398.65,111.33,1,1,1.0
13,3,98.49,0.0,223.70999999999998,68.0,1,1,1.0
