1,1,121.91,335.3,135.84,57.360000000000014,1,1,1.0
1,2,733.69,267.36,72.5,37.94999999999999,1,1,1.0
1,3,208.92,250.3,93.95000000000002,40.599999999999966,1,1,1.0
2,1,97.61,338.85,138.39,58.339999999999975,1,1,1.0
2,2,719.56,269.12,73.73000000000002,38.339999999999975,1,1,1.0
2,3,208.91,250.34,93.95000000000002,40.599999999999994,1,1,1.0
3,1,73.3,342.4,140.95,59.32000000000005,1,1,1.0
3,2,705.42,270.89,74.97000000000003,38.72000000000003,1,1,1.0
3,3,208.9,250.39,93.95000000000002,40.60000000000002,1,1,1.0
4,1,48.99,345.95,143.51,60.29000000000002,1,1,1.0
4,2,691.28,272.66,76.21000000000004,39.099999999999966,1,1,1.0
4,3,208.89,250.43,93.94999999999999,40.610000000000014,1,1,1.0
5,1,24.68,349.5,146.07,61.26999999999998,1,1,1.0
5,2,677.14,274.43,77.46000000000004,39.48000000000002,1,1,1.0
5,3,208.87,250.48,93.95999999999998,40.599999999999994,1,1,1.0
6,1,0.38,353.05,148.62,62.25,1,1,1.0
6,2,663.01,276.2,78.69000000000005,39.860000000000014,1,1,1.0
6,3,208.86,250.53,93.95999999999998,40.599999999999994,1,1,1.0
7,1,0.28,357.01,124.17,61.22000000000003,1,1,1.0
7,2,648.87,277.96,79.92999999999995,40.25,1,1,1.0
7,3,208.85,250.57,93.96000000000001,40.610000000000014,1,1,1.0
8,1,0.19,360.97,99.71000000000001,60.17999999999995,1,1,1.0
8,2,634.73,279.73,81.16999999999996,40.629999999999995,1,1,1.0
8,3,208.84,250.62,93.95000000000002,40.60000000000002,1,1,1.0
9,1,0.09,364.94,75.25999999999999,59.139999999999986,1,1,1.0
9,2,620.59,281.5,82.40999999999997,41.00999999999999,1,1,1.0
9,3,208.83,250.67,93.94999999999996,40.599999999999994,1,1,1.0
10,1,0.0,368.9,50.8,58.110000000000014,1,1,1.0
10,2,604.8,283.59,84.10000000000002,41.920000000000016,1,1,1.0
10,3,208.82,250.71,93.94999999999999,40.609999999999985,1,1,1.0
11,1,0.0,368.9,27.1,58.110000000000014,1,1,1.0
11,2,589.0,285.67,85.79999999999995,42.839999999999975,1,1,1.0
11,3,208.8,250.76,93.95999999999998,40.60000000000002,1,1,1.0
12,1,0.0,368.9,35.0,58.110000000000014,1,1,1.0
12,2,573.21,287.76,87.49000000000001,43.74000000000001,1,1,1.0
12,3,208.79,250.81,93.96000000000001,40.60000000000002,1,1,1.0
13,2,557.42,289.85,89.18000000000006,44.64999999999998,1,1,1.0
13,3,208.78,250.85,93.96000000000001,40.609999999999985,1,1,1.0
14,2,541.62,291.94,90.88,45.56,1,1,1.0
14,3,208.77,250.9,93.95000000000002,40.599999999999994,1,1,1.0
15,2,525.01,294.13,91.46000000000004,46.19999999999999,1,1,1.0
15,3,208.76,250.95,93.94999999999999,40.60000000000002,1,1,1.0
16,2,508.39,296.32,92.03999999999996,46.84000000000003,1,1,1.0
16,3,208.75,250.99,93.94999999999999,40.599999999999966,1,1,1.0
17,2,491.78,298.52,92.62,47.48000000000002,1,1,1.0
17,3,208.74,251.04,93.94999999999999,40.599999999999994,1,1,1.0
18,2,475.17,300.71,93.19999999999999,48.120000000000005,1,1,1.0
18,3,208.72,251.08,93.96000000000001,40.609999999999985,1,1,1.0
19,2,458.55,302.91,93.78000000000003,48.75,1,1,1.0
19,3,208.71,251.13,93.96000000000001,40.60000000000002,1,1,1.0
20,2,441.94,305.1,94.35999999999996,49.389999999999986,1,1,1.0
20,3,208.7,251.18,93.94999999999999,40.599999999999966,1,1,1.0
21,2,423.12,308.05,96.75999999999999,50.96999999999997,1,1,1.0
21,3,208.69,251.22,93.94999999999999,40.609999999999985,1,1,1.0
22,2,404.31,311.0,99.16000000000003,52.55000000000001,1,1,1.0
22,3,208.68,251.27,93.94999999999999,40.599999999999994,1,1,1.0
23,2,385.49,313.95,101.56,54.129999999999995,1,1,1.0
